360,9,0
358,9,0
356,9,0
354,9,0
352,9,0
350,8,0
348,8,0
346,8,0
344,8,0
342,8,0
340,8,0
338,8,0
336,8,0
334,8,0
332,8,0
330,8,0
328,8,0
326,8,0
324,8,0
322,8,0
320,8,0
318,8,0
316,8,0
314,8,0
312,8,0
310,8,0
308,8,0
306,7,0
304,7,0
302,7,0
300,7,0
298,7,0
296,7,0
294,7,0
292,7,0
290,7,0
288,7,0
286,7,0
284,7,0
282,7,0
280,7,0
278,7,0
276,7,0
274,7,0
272,7,0
270,7,0
268,7,0
266,7,0
264,7,0
262,6,0
260,6,0
258,6,0
256,6,0
254,6,0
252,6,0
250,6,0
248,6,0
246,6,0
244,6,0
242,6,0
240,6,0
238,6,0
236,6,0
234,6,0
232,6,0
230,6,0
228,6,0
226,6,0
224,6,0
222,6,0
220,6,0
218,5,0
216,5,0
214,5,0
212,5,0
210,5,0
208,5,0
206,5,0
204,5,0
202,5,0
200,5,0
198,5,0
196,5,0
194,5,0
192,5,0
190,5,0
188,5,0
186,5,0
184,5,0
182,5,0
180,5,0
178,5,0
176,5,0
174,4,0
172,4,0
170,4,0
168,4,0
166,4,0
164,4,0
162,4,0
160,4,0
158,4,0
156,4,0
154,4,0
152,4,0
150,4,0
148,4,0
146,4,0
144,4,0
142,4,0
140,4,0
138,4,0
136,4,0
134,4,0
132,4,0
130,3,0
128,3,0
126,3,0
124,3,0
122,3,0
120,3,0
118,3,0
116,3,0
114,3,0
